Topic,Username,Text,Sentiment,CleanText1,Prediction,CleanText2,CleanText3
my-home-transform-to-ceca-village-already.6426974/page-5,laopokcar_g,"Soon all of us will experience what you are experiencing now
It's a matter of time only",Negative,soon all of us will experience what you are experiencing now it is a matter of time only,Negative,soon us experience experiencing matter time,soon us experience experiencing matter time
my-home-transform-to-ceca-village-already.6426974/page-5,orbvius,"C East Coast Act? 
",Negative,c east coast act  ,Negative,c east coast act,c east coast act
my-home-transform-to-ceca-village-already.6426974/page-6,heughoghap,Pap's pride. Please don't complain. Embrace them.,Positive,pap is pride please do not complain embrace them,Negative,pap pride please complain embrace,pap pride please complain embrace
my-home-transform-to-ceca-village-already.6426974/page-6,Brionic,More of your beloved CECA overlords will be entering soon with their entire village ,Negative,more of your beloved ceca overlords will be entering soon with their entire village ,Negative,beloved ceca overlords entering soon entire village,beloved  overlords entering soon entire village
my-home-transform-to-ceca-village-already.6426974/page-6,default,u nv bow and greet your ceca masters?,Negative,u nv bow and greet your ceca masters,Negative,u nv bow greet ceca masters,u nv bow greet  masters
my-home-transform-to-ceca-village-already.6426974/page-6,5408854088,"in before ""who did you vote for"" ",Negative,in before who did you vote for ,Negative,vote,vote
my-home-transform-to-ceca-village-already.6426974/page-6,iammole,"This is home, truly....

Where my boss is FT..

Where our dreams are fallacy, there's no future for Singapore",Negative,this is home truly  where my boss is ft  where our dreams are fallacy there is no future for singapore,Negative,home truly boss ft dreams fallacy future singapore,home truly boss ft dreams fallacy future singapore
my-home-transform-to-ceca-village-already.6426974/page-6,hinazuki_kayo,2021 national song should be in Hindi,Negative, national song should be in hindi,Negative,national song hindi,national song hindi
my-home-transform-to-ceca-village-already.6426974/page-6,Travis_Touchdown,"No singaporean kids... Sign of extinction soon... 
",Negative,no singaporean kids sign of extinction soon  ,Negative,singaporean kids sign extinction soon,singaporean kids sign extinction soon
my-home-transform-to-ceca-village-already.6426974/page-6,Wizard88,My country already transformed to cecapore already. Whats so surprising?,Negative,my country already transformed to cecapore already whats so surprising,Negative,country already transformed cecapore already whats surprising,country already transformed pore already whats surprising
my-home-transform-to-ceca-village-already.6426974/page-6,Red_Manta,"In my neighborhood - kindergartens, playgrounds at HDB area - clearly it is mostly non-local Indians.
I honestly don't feel like this is ""my home, my people"".
Probably that is what you would call xenophobic?
I would say most people globally, and not just Singaporeans - would react this way.

There is non-citizen quota for rentals.
Not sure though if the NC quota is exceeded or not.
Don't think calling HDB will provide me an answer to that.



			How the NC Quota Works

The NC quota at the neighbourhood and block level is shown in the table below:
Maximum Proportion of Flats that can be Rented Out to Non-Malaysian NC Tenants
Neighbourhood 	8%
Block 11%

When the NC quota has reached the block and/or neighbourhood limits, flat owners will only be allowed to rent out the flat to Singaporean or Malaysian tenants. This quota does not apply to the renting out of bedrooms.

",Negative,in my neighborhood  kindergartens playgrounds at hdb area  clearly it is mostly nonlocal indians i honestly do not feel like this is my home my people probably that is what you would call xenophobic i would say most people globally and not just singaporeans  would react this way  there is noncitizen quota for rentals not sure though if the nc quota is exceeded or not do not think calling hdb will provide me an answer to that       how the nc quota works  the nc quota at the neighbourhood and block level is shown in the table below maximum proportion of flats that can be rented out to nonmalaysian nc tenants neighbourhood   block   when the nc quota has reached the block andor neighbourhood limits flat owners will only be allowed to rent out the flat to singaporean or malaysian tenants this quota does not apply to the renting out of bedrooms  ,Negative,neighborhood kindergartens playgrounds hdb area clearly mostly nonlocal indians honestly feel like home people probably would call xenophobic would say people globally singaporeans would react way noncitizen quota rentals sure though nc quota exceeded think calling hdb provide answer nc quota works nc quota neighbourhood block level shown table maximum proportion flats rented nonmalaysian nc tenants neighbourhood block nc quota reached block andor neighbourhood limits flat owners allowed rent flat singaporean malaysian tenants quota apply renting bedrooms,neighborhood kindergartens playgrounds hdb area clearly mostly nonlocal indians honestly feel like home people probably would call xenophobic would say people globally singaporeans would react way noncitizen quota rentals sure though nc quota exceeded think calling hdb provide answer nc quota works nc quota neighbourhood block level shown table maximum proportion flats rented nonmalaysian nc tenants neighbourhood block nc quota reached block andor neighbourhood limits flat owners allowed rent flat singaporean malaysian tenants quota apply renting bedrooms
my-home-transform-to-ceca-village-already.6426974/page-6,dontwastetime,Pls take video upload YouTube post here,Negative,pls take video upload youtube post here,Negative,pls take video upload youtube post,pls take video upload youtube post
my-home-transform-to-ceca-village-already.6426974/page-6,dontwastetime,Pls take video or sic location tks,Negative,pls take video or sic location tks,Negative,pls take video sic location tks,pls take video sic location tks
my-home-transform-to-ceca-village-already.6426974/page-6,Adonai.avatar,"white people do the same..

",Negative,white people do the same  ,Negative,white people,white people
