Topic,Username,Text,Sentiment,clean_text_1,clean_text_2,clean_text_3,Prediction
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-5,Dudick,They are discouraging him so that they can take his job,Negative,they are discouraging him so that they can take his job,discouraging take job,discouraging take job,Negative
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-5,lala24,Too high for ceca. Still get low pay then dont come.,Negative,too high for ceca still get low pay then dont come,high ceca still get low pay dont come,high  still get low pay dont come,Negative
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-5,ninjaghost,"I know alot singaporean, jhk, pinoy pmet don't even earn that high as ceca.

In sg, ceca really got some kind privilege.",Negative,i know alot singaporean jhk pinoy pmet do not even earn that high as ceca  in sg ceca really got some kind privilege,know alot singaporean jhk pinoy pmet even earn high ceca sg ceca really got kind privilege,know alot singaporean jhk pinoy pmet even earn high  sg  really got kind privilege,Negative
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-5,gerrychua,all these snakes sibei selfish. Already enjoying here and preventing another lower pay guy to come and snatch their jobs...,Negative,all these snakes sibei selfish already enjoying here and preventing another lower pay guy to come and snatch their jobs,snakes sibei selfish already enjoying preventing another lower pay guy come snatch jobs,snakes sibei selfish already enjoying preventing another lower pay guy come snatch jobs,Negative
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-5,esandwich,"Moe should answer why locals canÃ¢ÂÂt do the job. Instead locals are driving grab, delivering food, becoming hawkers",Negative,moe should answer why locals canÃ¢  t do the job instead locals are driving grab delivering food becoming hawkers,moe answer locals canÃ¢ job instead locals driving grab delivering food becoming hawkers,moe answer locals canÃ¢ job instead locals driving grab delivering food becoming hawkers,Negative
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-5,gamerx,"5k/mth for PhD with 5 years experience is really too low. Even fresh PhDs that I know start at 7k+. How is this not depressing wages?
That the company even thinks it's worth trying to put up an e-pass application for this guy shows that something is wrong. If MOM approves his e-pass then it shows that the whole policy is nothing more than a rubber-stamping exercise.",Positive, for phd with  years experience is really too low even fresh phds that i know start at  how is this not depressing wages that the company even thinks it is worth trying to put up an epass application for this guy shows that something is wrong if mom approves his epass then it shows that the whole policy is nothing more than a rubberstamping exercise,phd years experience really low even fresh phds know start depressing wages company even thinks worth trying put epass application guy shows something wrong mom approves epass shows whole policy nothing rubberstamping exercise,phd years experience really low even fresh phds know start depressing wages company even thinks worth trying put epass application guy shows something wrong mom approves epass shows whole policy nothing rubberstamping exercise,Positive
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-5,treegreen,Fake qualifications. How is that MOM investigation incident?,Negative,fake qualifications how is that mom investigation incident,fake qualifications mom investigation incident,fake qualifications mom investigation incident,Negative
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-5,Acetone,PHD... dont play play.,Negative,phd dont play play,phd dont play play,phd dont play play,Neutral
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-5,don'tgeon_master,CECA comes with Covid too,Negative,ceca comes with covid too,ceca comes covid, comes covid,Negative
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-5,Redbull1628,i will suck your toes for $2k,Neutral,i will suck your toes for ,suck toes,suck toes,Neutral
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-6,Trader11,This kind of useless bum,Negative,this kind of useless bum,kind useless bum,kind useless bum,Negative
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-6,maniamcool,"germany qualifications but want to come sg to earn 5k

go and die better",Negative,germany qualifications but want to come sg to earn   go and die better,germany qualifications want come sg earn go die better,germany qualifications want come sg earn go die better,Negative
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-6,Acetone,"
Maybe its from the University of Germani",Neutral, maybe its from the university of germani,maybe university germani,maybe university germani,Negative
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-6,treegreen,How is MOM investigation for the 15 Indians?,Neutral,how is mom investigation for the  indians,mom investigation indians,mom investigation indians,Neutral
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-6,netzach,"
EXACTLY. fuck your mother.

but the 61% voted for this crap.",Negative, exactly fuck your mother  but the  voted for this crap,exactly fuck mother voted crap,exactly fuck mother voted crap,Negative
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-6,Brionic,"should send all these useless ceca back to their covid hole, see if they will cry",Negative,should send all these useless ceca back to their covid hole see if they will cry,send useless ceca back covid hole see cry,send useless  back covid hole see cry,Negative
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-6,stewpig,"Low for Phd.

should be abt 7k. At least.",Positive,low for phd  should be abt  at least,low phd abt least,low phd abt least,Positive
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-6,Travis_Touchdown,5k too low...,Negative, too low,low,low,Negative
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-6,antonpoh,"


The salary is too low... if the PhD is real.",Positive,   the salary is too low if the phd is real,salary low phd real,salary low phd real,Positive
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-6,Midnight2u,"very sucky man, get 5k",Negative,very sucky man get ,sucky man get,sucky man get,Negative
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-6,Phongchi,"
Cos German degrees are brought.. I mean taught, in Chennai, and certificates all lost in the last Delhi flood. ",Negative, cos german degrees are brought i mean taught in chennai and certificates all lost in the last delhi flood ,cos german degrees brought mean taught chennai certificates lost last delhi flood,cos german degrees brought mean taught chennai certificates lost last delhi flood,Negative
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-6,stewpig,"
Do they hv phd from germany or notÃ¢ÂÂ¦.

compare apeoplees to apeoplees leh",Neutral, do they hv phd from germany or notÃ¢    compare apeoplees to apeoplees leh,hv phd germany notÃ¢ compare apeoplees apeoplees leh,hv phd germany notÃ¢ compare apeoplees apeoplees leh,Neutral
company-in-singapore-want-to-employ-ceca-for-5k-others-ceca-say-pay-too-low.6466737/page-6,ninjaghost,"
The hell. How you know the PhD from Germany is real one?  Not all engineering job need PhD. Also must see experience and the job scope leh. Have you wonder why this guy can't get his job in Germany, from all prospect as compare to Singapore, Germany definitely have better opportunity than SG.

Will you dare take a plane that design by a PhD engineer but not much real-world experience ? If so, India already become superpower with all the advance technology.",Negative, the hell how you know the phd from germany is real one  not all engineering job need phd also must see experience and the job scope leh have you wonder why this guy can not get his job in germany from all prospect as compare to singapore germany definitely have better opportunity than sg  will you dare take a plane that design by a phd engineer but not much realworld experience  if so india already become superpower with all the advance technology,hell know phd germany real one engineering job need phd also must see experience job scope leh wonder guy get job germany prospect compare singapore germany definitely better opportunity sg dare take plane design phd engineer much realworld experience india already become superpower advance technology,hell know phd germany real one engineering job need phd also must see experience job scope leh wonder guy get job germany prospect compare singapore germany definitely better opportunity sg dare take plane design phd engineer much realworld experience india already become superpower advance technology,Negative
